id,word,translation,category,curriculumLevel,example,exampleZh,image,audio
english-word-408,go to school,去上学,生活,L1,Let's go to school!,我们去上学吧！,,
english-word-106,grandma,奶奶,生活,L1,My grandma is kind.,我的奶奶很温柔。,,
english-word-107,grandpa,爷爷,生活,L1,My grandpa reads a book.,我的爷爷在看书。,,
english-word-351,great,好极了,生活,L1,Great job!,做得真棒！,,
english-word-374,hamburger,汉堡包,生活,L1,This is a hamburger.,这是汉堡包。,,
english-word-410,have lessons,上课,生活,L1,I have lessons.,我上课。,,
english-word-455,headache,头疼,生活,L1,Headache is a useful word.,我看见头疼。,,
english-word-459,hear,听到,生活,L1,Hear music.,听见音乐,,
english-word-429,hill,小山,生活,L1,Green hill.,绿色的小山,media/semantic/hill.png,media/audio/hill.mp3
english-word-23,home,家,生活,L1,Let's go home.,我们回家吧。,,
english-word-419,homework,家庭作业,生活,L1,Do homework.,做家庭作业,,
english-word-450,ill,生病的,生活,L1,Ill is a useful word.,我看见生病的。,,
english-word-444,jacket,夹克,生活,L1,A jacket.,一件夹克,,
english-word-370,kitchen,厨房,生活,L1,This is a kitchen.,这是厨房。,,
english-word-428,lake,湖,生活,L1,Beautiful lake.,美丽的湖,,
english-word-389,leg,腿,生活,L1,Lift leg.,抬起腿,,
english-word-398,lesson,课,生活,L1,Have a lesson.,上课,,
english-word-371,living room,客厅,生活,L1,I living room.,我客厅。,,
english-word-418,lunch,午餐,生活,L1,Eat lunch.,吃午餐,,
english-word-347,mango,芒果,生活,L1,Mango is tasty.,芒果很好吃,media/semantic/mango.png,
english-word-411,match,比赛,生活,L1,This is a match.,这是比赛。,,
english-word-393,maths,数学,生活,L1,This is a maths.,这是数学。,,
english-word-452,matter,事情,生活,L1,This is a matter.,这是事情。,,
english-word-115,mom,妈妈,生活,L1,My mom is here.,我的妈妈在这里。,,
english-word-400,monday,星期一,生活,L1,This is a monday.,这是星期一。,,
english-word-412,morning,早上,生活,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-38,mother,妈妈,生活,L1,My mother is kind.,我的妈妈很温柔。,,
english-word-395,music,音乐,生活,L1,Listen to music.,听音乐,media/semantic/music.png,
english-word-415,night,夜晚,生活,L1,"Good night, sweetie.",晚安，宝贝。,,
english-word-359,nineteen,十九,生活,L1,Nineteen books.,十九本书,,
english-word-423,park,公园,生活,L1,Play in the park.,在公园玩,,
english-word-396,pe,体育,生活,L1,This is a pe.,这是体育。,,
english-word-441,picnic,野餐,生活,L1,This is a picnic.,这是野餐。,,
english-word-430,picture,图画,生活,L1,This is a picture.,这是图画。,,
english-word-348,pineapple,菠萝,生活,L1,Pineapple is sweet.,菠萝很甜,media/semantic/pineapple.png,
english-word-409,play football,踢足球,生活,L1,I play football.,我踢足球。,,
english-word-427,river,河,生活,L1,Long river.,长长的河,media/semantic/river.png,
english-word-448,sad,难过,生活,L1,I am sad.,我很难过。,,
english-word-350,salad,沙拉,生活,L1,This is a salad.,这是沙拉。,,
english-word-375,sandwich,三明治,生活,L1,Sandwich for lunch.,午餐吃三明治,media/semantic/sandwich.png,
english-word-405,saturday,星期六,生活,L1,This is a saturday.,这是星期六。,,
english-word-176,school,学校,生活,L1,Let's go to school!,我们去上学吧！,,
english-word-397,science,科学,生活,L1,Do science experiment.,做科学实验,media/semantic/science.png,
english-word-357,seventeen,十七,生活,L1,Seventeen friends.,十七个朋友,,
english-word-379,shoes,鞋子,生活,L1,Put on your shoes.,穿上你的鞋子。,,
english-word-40,sister,姐姐,生活,L1,I have a sister.,我有一个姐姐。,,
english-word-356,sixteen,十六,生活,L1,Sixteen stars.,十六个星星,media/semantic/sixteen.png,
english-word-365,skate,溜冰,生活,L1,This is a skate.,这是溜冰。,,
english-word-377,snack,点心,生活,L1,Eat a snack.,吃点心,,
english-word-372,sofa,沙发,生活,L1,Sit on sofa.,坐在沙发上,,
english-word-460,speak,说话,生活,L1,This is a speak.,这是说话。,,
english-word-433,spring,春天,生活,L1,Spring has come.,春天来了,media/semantic/spring.png,
english-word-361,sticker,贴纸,生活,L1,Peel and stick the sticker on your notebook.,把贴纸从底纸上撕下来贴到你的笔记本上,,
english-word-456,stomach ache,肚子疼,生活,L1,I stomach ache.,我肚子疼。,,
english-word-177,student,学生,生活,L1,I am a student.,我是学生。,,
english-word-390,subject,科目,生活,L1,This is a subject.,这是科目。,,
english-word-434,summer,夏天,生活,L1,Summer is hot.,夏天很热,,
english-word-406,sunday,星期日,生活,L1,This is a sunday.,这是星期日。,,
english-word-362,sure,当然,生活,L1,This is a sure.,这是当然。,,
english-word-443,sweater,毛衣,生活,L1,Warm sweater.,温暖的毛衣,,
english-word-366,swim,游泳,生活,L1,Go swimming.,去游泳,media/semantic/swim.png,
english-word-367,table tennis,乒乓球,生活,L1,I table tennis.,我乒乓球。,,
english-word-458,take care,保重,生活,L1,I take care.,我保重。,,
english-word-157,teacher,老师,生活,L1,My teacher is kind.,我的老师很温柔。,media/semantic/teacher.png,
english-word-353,thirteen,十三,生活,L1,Thirteen balloons.,十三只气球,,
english-word-382,thirty,三十,生活,L1,This is a thirty.,这是三十。,,
english-word-403,thursday,星期四,生活,L1,This is a thursday.,这是星期四。,,
english-word-399,timetable,课程表,生活,L1,This is a timetable.,这是课程表。,,
english-word-449,tired,累的,生活,L1,Tired after running.,跑完步很累,,
english-word-425,tree,树,生活,L1,Big tree.,大树,,media/audio/tree.mp3
english-word-445,trousers,裤子,生活,L1,This is a trousers.,这是裤子。,,
english-word-401,tuesday,星期二,生活,L1,This is a tuesday.,这是星期二。,,
english-word-360,twenty,二十,生活,L1,Twenty students.,二十个学生,media/semantic/twenty.png,
english-word-380,umbrella,雨伞,生活,L1,Take an umbrella.,带把雨伞,,
english-word-422,usually,通常,生活,L1,This is an usually.,这是通常。,,
english-word-420,watch tv,看电视,生活,L1,I watch tv.,我看电视。,,
english-word-402,wednesday,星期三,生活,L1,Wednesday is a useful word.,我看见星期三。,,
english-word-447,whose,谁的,生活,L1,Whose is a useful word.,我看见谁的。,,
english-word-436,winter,冬天,生活,L1,Winter is cold.,冬天很冷,,
english-word-352,wonderful,精彩的,生活,L1,This is a wonderful.,这是精彩的。,,
english-word-385,yuan,元,生活,L1,This is a yuan.,这是元。,,
english-word-26,bye,再见,表达,L1,"Bye, see you.",再见，回头见。,,
english-word-179,goodbye,再见,表达,L1,"Goodbye, see you.",再见，回头见。,,
english-word-65,he,他,表达,L1,He is a boy.,他是一个男孩。,,
english-word-25,hello,你好,表达,L1,"Hello, I am here.",你好，我在这里。,,media/audio/hello.mp3
english-word-170,here,这里,表达,L1,We are here!,我们到了！,,
english-word-68,hi,嗨,表达,L1,"Hi, how are you?",嗨，你好吗？,,
english-word-67,it,它,表达,L1,It's time for breakfast.,该吃早餐啦。,,
english-word-27,like,喜欢,表达,L1,Yummy! I like it!,真好吃！我喜欢！,,
english-word-63,me,我,表达,L1,Let me tell you a story.,我给你讲个故事吧。,,
english-word-69,nice,好,表达,L1,Have a nice day!,祝你今天愉快！,,
english-word-149,no,不,表达,L1,"It's okay, no problem.",没关系，没问题。,media/semantic/no.png,
english-word-71,okay,好的,表达,L1,Are you okay?,你还好吗？,,
english-word-72,please,请,表达,L1,"Wash your face, please.",请洗脸。,,
english-word-28,see,看见,表达,L1,I see a cat.,我看见一只猫。,,
english-word-66,she,她,表达,L1,She is a girl.,她是一个女孩。,,
english-word-70,sorry,对不起,表达,L1,I'm sorry.,对不起。,,
english-word-36,thank,谢谢,表达,L1,Thank you!,谢谢你！,,
english-word-175,they,他们,表达,L1,They are friends.,他们是朋友。,media/semantic/they.png,
english-word-174,we,我们,表达,L1,Where are we going today?,我们今天去哪儿？,,
english-word-180,where,哪里,表达,L1,Where are we going today?,我们今天去哪儿？,,
english-word-162,yes,是,表达,L1,"Yes, I like it.",是的，我喜欢。,,
english-word-64,you,你,表达,L1,Did you sleep well?,你睡得好吗？,media/semantic/you.png,
english-word-185,a,一个,高频词,L1,What a beautiful day!,多么美好的一天！,,
english-word-312,about,关于,高频词,L1,I know about.,我认识关于。,,
english-word-236,after,之后,高频词,L1,I know after.,我认识之后。,,
english-word-237,again,再一次,高频词,L1,"Try again, you'll get it.",再试一次，你能做到的。,,
english-word-196,all,全部,高频词,L1,I know all.,我认识全部。,,
english-word-274,always,总是,高频词,L1,I know always.,我认识总是。,,
english-word-197,am,是,高频词,L1,I am full.,我吃饱了。,,
english-word-238,an,一个,高频词,L1,I know an.,我认识一个。,,
english-word-186,and,和,高频词,L1,I know and.,我认识和。,,
english-word-239,any,任何,高频词,L1,I know any.,我认识任何。,,
english-word-198,are,是,高频词,L1,Are you hungry?,你饿了吗？,,
english-word-275,around,周围,高频词,L1,I know around.,我认识周围。,,
english-word-240,as,作为,高频词,L1,I know as.,我认识作为。,,
english-word-241,ask,问,高频词,L1,I know ask.,我认识问。,,
english-word-199,at,在,高频词,L1,Look at me!,看我！,,
english-word-200,ate,吃了,高频词,L1,I know ate.,我认识吃了。,,
english-word-201,be,是,高频词,L1,Be careful!,小心！,,
english-word-276,because,因为,高频词,L1,I know because.,我认识因为。,,
english-word-277,been,已经,高频词,L1,I know been.,我认识已经。,,
english-word-278,before,之前,高频词,L1,Wash your hands before eating.,吃饭前要洗手。,,
english-word-279,best,最好,高频词,L1,I know best.,我认识最好。,,
english-word-313,better,更好,高频词,L1,I know better.,我认识更好。,,
english-word-280,both,两个,高频词,L1,I know both.,我认识两个。,,
english-word-314,bring,带来,高频词,L1,I know bring.,我认识带来。,,
english-word-202,brown,棕色,高频词,L1,I know brown.,我认识棕色。,,
english-word-203,but,但是,高频词,L1,I know but.,我认识但是。,,
english-word-281,buy,买,高频词,L1,I know buy.,我认识买。,,
english-word-242,by,在旁边,高频词,L1,I know by.,我认识在旁边。,,
english-word-282,call,叫,高频词,L1,I know call.,我认识叫。,,
english-word-204,came,来了,高频词,L1,I know came.,我认识来了。,,
english-word-187,can,能,高频词,L1,You can do it!,你一定能行！,,
english-word-315,carry,搬,高频词,L1,I know carry.,我认识搬。,,
english-word-316,clean,干净,高频词,L1,Clean up your toys.,收拾好你的玩具。,media/semantic/clean.png,
english-word-283,cold,冷,高频词,L1,It's very cold.,天气很冷。,,
english-word-243,could,能够,高频词,L1,I know could.,我认识能够。,,
english-word-317,cut,切,高频词,L1,I know cut.,我认识切。,,
english-word-205,did,做了,高频词,L1,Did you sleep well?,你睡得好吗？,,
english-word-206,do,做,高频词,L1,Do you want some milk?,你想喝点牛奶吗？,,
english-word-284,does,做,高频词,L1,I know does.,我认识做。,,
english-word-318,done,做完,高频词,L1,Well done!,做得好！,,
english-word-244,every,每个,高频词,L1,I know every.,我认识每个。,,
english-word-319,fall,落下,高频词,L1,I know fall.,我认识落下。,,
english-word-320,far,远,高频词,L1,I know far.,我认识远。,,
english-word-285,fast,快,高频词,L1,I know fast.,我认识快。,,
english-word-286,first,第一,高频词,L1,I know first.,我认识第一。,media/semantic/first.png,
english-word-245,fly,飞,高频词,L1,I know fly.,我认识飞。,,
english-word-188,for,为了,高频词,L1,It's time for breakfast.,该吃早餐啦。,,
english-word-287,found,找到了,高频词,L1,I know found.,我认识找到了。,,
english-word-246,from,从,高频词,L1,I know from.,我认识从。,,
english-word-321,full,满,高频词,L1,I am full.,我吃饱了。,,
english-word-288,gave,给了,高频词,L1,I know gave.,我认识给了。,,
english-word-207,get,得到,高频词,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-247,give,给,高频词,L1,Give me a hug.,抱抱我。,,
english-word-289,goes,去,高频词,L1,I know goes.,我认识去。,,
english-word-248,going,正在去,高频词,L1,Where are we going today?,我们今天去哪儿？,,
english-word-208,good,好,高频词,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-322,got,得到了,高频词,L1,I know got.,我认识得到了。,,
english-word-323,grow,生长,高频词,L1,I know grow.,我认识生长。,,
english-word-249,had,有过,高频词,L1,I know had.,我认识有过。,,
english-word-250,has,有,高频词,L1,I know has.,我认识有。,,
english-word-209,have,有,高频词,L1,Have a nice day!,祝你今天愉快！,,
english-word-251,her,她的,高频词,L1,I know her.,我认识她的。,,
english-word-252,him,他,高频词,L1,I know him.,我认识他。,,
english-word-253,his,他的,高频词,L1,I know his.,我认识他的。,,
english-word-324,hold,拿着,高频词,L1,Hold my hand.,拉着我的手。,,
english-word-325,hot,热,高频词,L1,It's very hot.,天气很热。,,
english-word-254,how,怎样,高频词,L1,How old are you?,你几岁啦？,media/semantic/how.png,
english-word-326,hurt,疼,高频词,L1,I know hurt.,我认识疼。,,
english-word-189,i,我,高频词,L1,Yummy! I like it!,真好吃！我喜欢！,,
english-word-327,if,如果,高频词,L1,I know if.,我认识如果。,,
english-word-190,in,在里面,高频词,L1,May I come in?,我可以进来吗？,,
english-word-210,into,进入,高频词,L1,I know into.,我认识进入。,,
english-word-191,is,是,高频词,L1,My name is ...,我叫……,,
english-word-290,its,它的,高频词,L1,I know its.,我认识它的。,,
english-word-255,just,只是,高频词,L1,I know just.,我认识只是。,,
english-word-328,keep,保持,高频词,L1,Keep going!,继续加油！,,
english-word-329,kind,善良,高频词,L1,I know kind.,我认识善良。,media/semantic/kind.png,
english-word-256,know,知道,高频词,L1,I don't know.,我不知道。,,
english-word-330,laugh,笑,高频词,L1,I know laugh.,我认识笑。,,
english-word-257,let,让,高频词,L1,Let's brush our teeth.,我们一起刷牙吧。,,
english-word-258,live,住,高频词,L1,I know live.,我认识住。,,
english-word-291,made,做了,高频词,L1,I know made.,我认识做了。,,
english-word-292,many,许多,高频词,L1,I know many.,我认识许多。,,
english-word-259,may,可以,高频词,L1,May I come in?,我可以进来吗？,,
english-word-331,much,许多,高频词,L1,I know much.,我认识许多。,,
english-word-211,must,必须,高频词,L1,I know must.,我认识必须。,,
english-word-192,my,我的,高频词,L1,Hold my hand.,拉着我的手。,,
english-word-332,myself,我自己,高频词,L1,I know myself.,我认识我自己。,,
english-word-333,never,从不,高频词,L1,I know never.,我认识从不。,,
english-word-193,not,不,高频词,L1,I know not.,我认识不。,,
english-word-212,now,现在,高频词,L1,I know now.,我认识现在。,,
english-word-260,of,的,高频词,L1,I am proud of you.,我为你骄傲。,,
english-word-293,off,离开,高频词,L1,"Turn off the light, please.",请关灯。,,
english-word-213,on,在上面,高频词,L1,Put on your shoes.,穿上你的鞋子。,,
english-word-261,once,一次,高频词,L1,I know once.,我认识一次。,,
english-word-334,only,只有,高频词,L1,I know only.,我认识只有。,,
english-word-262,open,打开,高频词,L1,I know open.,我认识打开。,,
english-word-294,or,或者,高频词,L1,Do you want red or blue?,你要红色还是蓝色？,,
english-word-214,our,我们的,高频词,L1,Let's brush our teeth.,我们一起刷牙吧。,,
english-word-215,out,出去,高频词,L1,I know out.,我认识出去。,,
english-word-263,over,在上面,高频词,L1,I know over.,我认识在上面。,,
english-word-335,own,自己的,高频词,L1,I know own.,我认识自己的。,,
english-word-336,pick,挑选,高频词,L1,I know pick.,我认识挑选。,,
english-word-216,pretty,漂亮,高频词,L1,I know pretty.,我认识漂亮。,,
english-word-295,pull,拉,高频词,L1,I know pull.,我认识拉。,,
english-word-264,put,放,高频词,L1,Put on your shoes.,穿上你的鞋子。,,
english-word-217,ran,跑了,高频词,L1,I know ran.,我认识跑了。,,
english-word-218,ride,骑,高频词,L1,I know ride.,我认识骑。,,
english-word-296,right,对,高频词,L1,I know right.,我认识对。,,
english-word-265,round,圆的,高频词,L1,I know round.,我认识圆的。,,
english-word-219,saw,看见了,高频词,L1,I know saw.,我认识看见了。,,
english-word-220,say,说,高频词,L1,I know say.,我认识说。,,
english-word-337,show,展示,高频词,L1,I know show.,我认识展示。,,
english-word-221,so,所以,高频词,L1,That was so fun!,太好玩了！,,
english-word-266,some,一些,高频词,L1,Do you want some milk?,你想喝点牛奶吗？,,
english-word-222,soon,很快,高频词,L1,I know soon.,我认识很快。,,
english-word-338,start,开始,高频词,L1,I know start.,我认识开始。,,
english-word-267,stop,停,高频词,L1,I know stop.,我认识停。,,
english-word-268,take,拿,高频词,L1,Take a bath.,洗个澡。,,
english-word-297,tell,告诉,高频词,L1,Let me tell you a story.,我给你讲个故事吧。,,
english-word-223,that,那个,高频词,L1,That was so fun!,太好玩了！,,
english-word-194,the,这,高频词,L1,"Turn off the light, please.",请关灯。,,
english-word-298,their,他们的,高频词,L1,I know their.,我认识他们的。,,
english-word-269,them,他们,高频词,L1,I know them.,我认识他们。,,
english-word-270,then,然后,高频词,L1,I know then.,我认识然后。,,
english-word-224,there,那里,高频词,L1,I know there.,我认识那里。,,
english-word-299,these,这些,高频词,L1,I know these.,我认识这些。,,
english-word-271,think,想,高频词,L1,I know think.,我认识想。,,
english-word-225,this,这个,高频词,L1,What color is this?,这是什么颜色？,,
english-word-300,those,那些,高频词,L1,I know those.,我认识那些。,,
english-word-195,to,到,高频词,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-339,today,今天,高频词,L1,Where are we going today?,我们今天去哪儿？,,
english-word-340,together,一起,高频词,L1,Let's play together!,我们一起玩吧！,,
english-word-226,too,也,高频词,L1,I know too.,我认识也。,,
english-word-341,try,尝试,高频词,L1,"Try again, you'll get it.",再试一次，你能做到的。,,
english-word-227,under,在下面,高频词,L1,I know under.,我认识在下面。,,
english-word-301,upon,在之上,高频词,L1,I know upon.,我认识在之上。,,
english-word-302,us,我们,高频词,L1,I know us.,我认识我们。,,
english-word-303,use,用,高频词,L1,I know use.,我认识用。,,
english-word-304,very,非常,高频词,L1,It's very cold.,天气很冷。,,
english-word-228,want,想要,高频词,L1,Do you want some milk?,你想喝点牛奶吗？,,
english-word-342,warm,暖和,高频词,L1,I know warm.,我认识暖和。,,
english-word-229,was,是,高频词,L1,That was so fun!,太好玩了！,,
english-word-305,wash,洗,高频词,L1,"Wash your face, please.",请洗脸。,,
english-word-230,well,好,高频词,L1,Did you sleep well?,你睡得好吗？,,
english-word-231,went,去了,高频词,L1,I know went.,我认识去了。,,
english-word-272,were,是,高频词,L1,I know were.,我认识是。,,
english-word-232,what,什么,高频词,L1,What a beautiful day!,多么美好的一天！,,
english-word-273,when,什么时候,高频词,L1,I know when.,我认识什么时候。,,
english-word-306,which,哪一个,高频词,L1,I know which.,我认识哪一个。,,
english-word-233,who,谁,高频词,L1,I know who.,我认识谁。,,
english-word-307,why,为什么,高频词,L1,I know why.,我认识为什么。,,
english-word-234,will,将,高频词,L1,I know will.,我认识将。,,
english-word-308,wish,希望,高频词,L1,I know wish.,我认识希望。,,
english-word-235,with,和,高频词,L1,I know with.,我认识和。,,
english-word-309,work,工作,高频词,L1,I know work.,我认识工作。,,
english-word-310,would,会,高频词,L1,I know would.,我认识会。,,
english-word-311,your,你的,高频词,L1,"Wash your face, please.",请洗脸。,,
