id,word,zh,theme,level,phrase,phraseZh,category,group,image,audio,art,hasImage,hasAudio
mc-biomes,biomes,生物群系,生物群系,MC-D2,The biomes is full of new plants to discover.,biomes里有很多新植物可以看。,biome,去探索biomes,图片/biomes.png,,none,yes,no
mc-nether,nether,下界,生物群系,MC-D2,Our camp sits at the edge of the nether.,我们的营地在nether边上。,biome,去探索nether,图片/nether.png,,none,yes,no
mc-plains,plains,平原,生物群系,MC-D2,We mark the plains on our map.,我们在地图上标出plains。,biome,去探索plains,图片/plains.png,,none,yes,no
mc-savanna,savanna,热带草原,生物群系,MC-D2,We listen for new sounds in the savanna.,我们在savanna里听有没有新声音。,biome,去探索savanna,图片/savanna.png,,none,yes,no
mc-berries,berries,浆果,食物,MC-D2,The berries fills my hunger bar.,berries让我填饱肚子。,food,吃berries,图片/berries.png,,none,yes,no
mc-carrots,carrots,胡萝卜,食物,MC-D2,I put the carrots in the camp chest.,我把carrots放进营地箱子。,food,吃carrots,图片/carrots.png,,none,yes,no
mc-mutton,mutton,羊肉,食物,MC-D2,I eat the mutton beside the warm fire.,我在暖和的火堆旁吃mutton。,food,吃mutton,图片/mutton.png,,none,yes,no
mc-porkchop,porkchop,猪排,食物,MC-D2,I share the porkchop with my teammate.,我和队友一起用porkchop。,food,吃porkchop,图片/porkchop.png,,none,yes,no
mc-potatoes,potatoes,土豆,食物,MC-D2,We make a picnic with the potatoes.,我们用potatoes做一次野餐。,food,吃potatoes,图片/potatoes.png,,none,yes,no
mc-salmon,salmon,鲑鱼,食物,MC-D2,The salmon fills my hunger bar.,salmon让我填饱肚子。,food,吃salmon,图片/salmon.png,,none,yes,no
mc-crossbow,crossbow,弩,武器,MC-D2,I hold the crossbow when night falls.,天黑时我拿着crossbow。,weapon,用一把crossbow,图片/crossbow.png,,none,yes,no
mc-shield,shield,盾牌,武器,MC-D2,We choose the shield for a careful rescue.,这次小心救援我们选了shield。,weapon,用一把shield,图片/shield.png,,none,yes,no
mc-sword,sword,剑,武器,MC-D2,The sword protects our team on the trail.,sword在路上保护着我们。,weapon,用一把sword,图片/sword.png,音频/sword.mp3,none,yes,yes
mc-trident,trident,三叉戟,武器,MC-D2,The trident stays in its display frame.,trident待在展示框里。,weapon,用一把trident,图片/trident.png,,none,yes,no
mc-alex,alex,Alex（角色）,物品,MC-D2,I use the alex during our mission.,任务里我用到了alex。,item,用一用alex,图片/alex.png,,none,yes,no
mc-altitude,altitude,海拔,物品,MC-D2,We prepare the altitude before sunset.,日落前我们把altitude准备好。,item,用一用altitude,图片/altitude.png,,none,yes,no
mc-ambience,ambience,环境音,物品,MC-D2,We keep the ambience in a quiet corner.,我们把ambience放在安静的角落。,item,用一用ambience,图片/ambience.png,,none,yes,no
mc-amethyst,amethyst,紫水晶,物品,MC-D2,My teammate passes me the amethyst.,队友把amethyst递给我。,item,用一用amethyst,图片/amethyst.png,音频/amethyst.mp3,none,yes,yes
mc-ammonia,ammonia,氨,物品,MC-D2,I return the ammonia after the mission.,任务结束后我把ammonia还回去。,item,用一用ammonia,图片/ammonia.png,,none,yes,no
mc-andesite,andesite,安山岩,物品,MC-D2,We prepare the andesite before sunset.,日落前我们把andesite准备好。,item,用一用andesite,图片/andesite.png,,none,yes,no
mc-badlands,badlands,恶地,物品,MC-D2,The badlands helps us finish the small task.,badlands帮我们做完这件小事。,item,用一用badlands,图片/badlands.png,,none,yes,no
mc-banner,banner,旗帜,物品,MC-D2,I use the banner during our mission.,任务里我用到了banner。,item,用一用banner,图片/banner.png,音频/banner.mp3,none,yes,yes
mc-barrel,barrel,木桶,物品,MC-D2,We prepare the barrel before sunset.,日落前我们把barrel准备好。,item,用一用barrel,图片/barrel.png,音频/barrel.mp3,none,yes,yes
mc-beacon,beacon,信标,物品,MC-D2,I place the beacon in my adventure chest.,我把beacon放进冒险箱子。,item,用一用beacon,图片/beacon.png,,none,yes,no
mc-bedrock,bedrock,基岩,物品,MC-D2,My teammate passes me the bedrock.,队友把bedrock递给我。,item,用一用bedrock,图片/bedrock.png,,none,yes,no
mc-bogged,bogged,泥沼骷髅,物品,MC-D2,I place the bogged in my adventure chest.,我把bogged放进冒险箱子。,item,用一用bogged,图片/bogged.png,音频/bogged.mp3,none,yes,yes
mc-breach,breach,破甲,物品,MC-D2,The breach stays safe in my backpack.,breach安全地待在我的背包里。,item,用一用breach,图片/breach.png,音频/breach.mp3,none,yes,yes
mc-breeze,breeze,风弹怪,物品,MC-D2,We keep the breeze in a quiet corner.,我们把breeze放在安静的角落。,item,用一用breeze,图片/breeze.png,音频/breeze.mp3,none,yes,yes
mc-brewing,brewing,酿造,物品,MC-D2,We share the brewing when the team needs it.,队友需要时我们一起用brewing。,item,用一用brewing,图片/brewing.png,音频/brewing.mp3,none,yes,yes
mc-bundle,bundle,收纳袋,物品,MC-D2,The bundle is ready for our next adventure.,bundle已经准备好下一次冒险。,item,用一用bundle,图片/bundle.png,,none,yes,no
mc-calcite,calcite,方解石,物品,MC-D2,I place the calcite in my adventure chest.,我把calcite放进冒险箱子。,item,用一用calcite,图片/calcite.png,,none,yes,no
mc-campfire,campfire,营火,物品,MC-D2,I place the campfire in my adventure chest.,我把campfire放进冒险箱子。,item,用一用campfire,图片/campfire.png,,none,yes,no
mc-cane,cane,甘蔗,物品,MC-D2,We share the cane when the team needs it.,队友需要时我们一起用cane。,item,用一用cane,图片/cane.png,,none,yes,no
mc-cauldron,cauldron,炼药锅,物品,MC-D2,I show the cauldron to my teammate at camp.,我在营地把cauldron给队友看。,item,用一用cauldron,图片/cauldron.png,,none,yes,no
mc-charcoal,charcoal,木炭,物品,MC-D2,I find the charcoal beside the crafting table.,我在工作台旁边找到charcoal。,item,用一用charcoal,图片/charcoal.png,,none,yes,no
mc-chorus,chorus,紫颂果,物品,MC-D2,I use the chorus during our mission.,任务里我用到了chorus。,item,用一用chorus,图片/chorus.png,,none,yes,no
mc-command,command,命令,物品,MC-D2,We share the command when the team needs it.,队友需要时我们一起用command。,item,用一用command,图片/command.png,音频/command.mp3,none,yes,yes
mc-compass,compass,指南针,物品,MC-D2,The compass is ready for our next adventure.,compass已经准备好下一次冒险。,item,用一用compass,图片/compass.png,音频/compass.mp3,none,yes,yes
mc-compound,compound,化合物,物品,MC-D2,The compound stays safe in my backpack.,compound安全地待在我的背包里。,item,用一用compound,图片/compound.png,,none,yes,no
mc-concrete,concrete,混凝土,物品,MC-D2,I check the concrete beside the campfire.,我在篝火旁检查concrete。,item,用一用concrete,图片/concrete.png,音频/concrete.mp3,none,yes,yes
mc-copper,copper,铜,物品,MC-D2,The copper is ready for our next adventure.,copper已经准备好下一次冒险。,item,用一用copper,图片/copper.png,,none,yes,no
mc-crafting,crafting,合成,物品,MC-D2,The crafting is ready for our next adventure.,crafting已经准备好下一次冒险。,item,用一用crafting,图片/crafting.png,音频/crafting.mp3,none,yes,yes
mc-crawling,crawling,爬行,物品,MC-D2,The crawling stays safe in my backpack.,crawling安全地待在我的背包里。,item,用一用crawling,图片/crawling.png,,none,yes,no
mc-creaking,creaking,嘎吱怪,物品,MC-D2,I check the creaking before leaving camp.,离开营地前我先检查creaking。,item,用一用creaking,图片/creaking.png,音频/creaking.mp3,none,yes,yes
mc-crit,crit,暴击,物品,MC-D2,The crit helps us finish the small task.,crit帮我们做完这件小事。,item,用一用crit,图片/crit.png,,none,yes,no
mc-datapack,datapack,数据包,物品,MC-D2,I check the datapack beside the campfire.,我在篝火旁检查datapack。,item,用一用datapack,图片/datapack.png,音频/datapack.mp3,none,yes,yes
mc-debug,debug,调试,物品,MC-D2,I show the debug to my teammate at camp.,我在营地把debug给队友看。,item,用一用debug,图片/debug.png,,none,yes,no
mc-default,default,默认,物品,MC-D2,I place the default in my adventure chest.,我把default放进冒险箱子。,item,用一用default,图片/default.png,,none,yes,no
mc-density,density,密集,物品,MC-D2,The density stays safe in my backpack.,density安全地待在我的背包里。,item,用一用density,图片/density.png,音频/density.mp3,none,yes,yes
mc-diamonds,diamonds,钻石,物品,MC-D2,I place the diamonds in my adventure chest.,我把diamonds放进冒险箱子。,item,用一用diamonds,图片/diamonds.png,,none,yes,no
mc-diorite,diorite,闪长岩,物品,MC-D2,I pick up the diorite near the path.,我在小路边捡起diorite。,item,用一用diorite,图片/diorite.png,,none,yes,no
mc-donkey,donkey,驴,物品,MC-D2,I find the donkey beside the crafting table.,我在工作台旁边找到donkey。,item,用一用donkey,图片/donkey.png,音频/donkey.mp3,none,yes,yes
mc-dropper,dropper,投掷器,物品,MC-D2,I check the dropper before leaving camp.,离开营地前我先检查dropper。,item,用一用dropper,图片/dropper.png,,none,yes,no
mc-drowned,drowned,溺尸,物品,MC-D2,I use the drowned during our mission.,任务里我用到了drowned。,item,用一用drowned,图片/drowned.png,音频/drowned.mp3,none,yes,yes
mc-dungeon,dungeon,地牢,物品,MC-D2,I pick up the dungeon near the path.,我在小路边捡起dungeon。,item,用一用dungeon,图片/dungeon.png,音频/dungeon.mp3,none,yes,yes
mc-elytra,elytra,鞘翅,物品,MC-D2,I pick up the elytra near the path.,我在小路边捡起elytra。,item,用一用elytra,图片/elytra.png,,none,yes,no
mc-emerald,emerald,绿宝石,物品,MC-D2,I find the emerald beside the crafting table.,我在工作台旁边找到emerald。,item,用一用emerald,图片/emerald.png,,none,yes,no
mc-emote,emote,表情动作,物品,MC-D2,We keep the emote in a quiet corner.,我们把emote放在安静的角落。,item,用一用emote,图片/emote.png,,none,yes,no
mc-entities,entities,实体,物品,MC-D2,I use the entities during our mission.,任务里我用到了entities。,item,用一用entities,图片/entities.png,,none,yes,no
mc-evoker,evoker,唤魔者,物品,MC-D2,We keep the evoker in a quiet corner.,我们把evoker放在安静的角落。,item,用一用evoker,图片/evoker.png,,none,yes,no
mc-feather,feather,羽毛,物品,MC-D2,I check the feather beside the campfire.,我在篝火旁检查feather。,item,用一用feather,图片/feather.png,,none,yes,no
mc-fluids,fluids,流体,物品,MC-D2,We prepare the fluids before sunset.,日落前我们把fluids准备好。,item,用一用fluids,图片/fluids.png,,none,yes,no
mc-fog,fog,雾,物品,MC-D2,I show the fog to my teammate at camp.,我在营地把fog给队友看。,item,用一用fog,图片/fog.png,,none,yes,no
mc-fortune,fortune,时运,物品,MC-D2,I place the fortune in my adventure chest.,我把fortune放进冒险箱子。,item,用一用fortune,图片/fortune.png,音频/fortune.mp3,none,yes,yes
mc-fossil,fossil,化石,物品,MC-D2,We share the fossil when the team needs it.,队友需要时我们一起用fossil。,item,用一用fossil,图片/fossil.png,音频/fossil.mp3,none,yes,yes
mc-furnace,furnace,熔炉,物品,MC-D2,I use the furnace during our mission.,任务里我用到了furnace。,item,用一用furnace,图片/furnace.png,,none,yes,no
mc-garbage,garbage,垃圾,物品,MC-D2,I show the garbage to my teammate at camp.,我在营地把garbage给队友看。,item,用一用garbage,图片/garbage.png,,none,yes,no
mc-granite,granite,花岗岩,物品,MC-D2,My teammate passes me the granite.,队友把granite递给我。,item,用一用granite,图片/granite.png,,none,yes,no
mc-helmet,helmet,头盔,物品,MC-D2,I check the helmet before leaving camp.,离开营地前我先检查helmet。,item,用一用helmet,图片/helmet.png,,none,yes,no
mc-hopper,hopper,漏斗,物品,MC-D2,I check the hopper before leaving camp.,离开营地前我先检查hopper。,item,用一用hopper,图片/hopper.png,音频/hopper.mp3,none,yes,yes
mc-hostile,hostile,敌对的,物品,MC-D2,I find the hostile beside the crafting table.,我在工作台旁边找到hostile。,item,用一用hostile,图片/hostile.png,音频/hostile.mp3,none,yes,yes
mc-illager,illager,灾厄村民,物品,MC-D2,I check the illager beside the campfire.,我在篝火旁检查illager。,item,用一用illager,图片/illager.png,音频/illager.mp3,none,yes,yes
mc-impaling,impaling,穿刺,物品,MC-D2,I use the impaling during our mission.,任务里我用到了impaling。,item,用一用impaling,图片/impaling.png,音频/impaling.mp3,none,yes,yes
mc-infinity,infinity,无限,物品,MC-D2,I check the infinity beside the campfire.,我在篝火旁检查infinity。,item,用一用infinity,图片/infinity.png,音频/infinity.mp3,none,yes,yes
mc-item,item,項目,物品,MC-D2,I find the item beside the crafting table.,我在工作台旁边找到item。,item,用一用item,图片/item.png,,none,yes,no
mc-jukebox,jukebox,唱片机,物品,MC-D2,The jukebox is ready for our next adventure.,jukebox已经准备好下一次冒险。,item,用一用jukebox,图片/jukebox.png,,none,yes,no
mc-ladder,ladder,梯子,物品,MC-D2,I find the ladder beside the crafting table.,我在工作台旁边找到ladder。,item,用一用ladder,图片/ladder.png,音频/ladder.mp3,none,yes,yes
mc-lantern,lantern,灯笼,物品,MC-D2,I use the lantern during our mission.,任务里我用到了lantern。,item,用一用lantern,图片/lantern.png,,none,yes,no
mc-leather,leather,皮革,物品,MC-D2,I use the leather during our mission.,任务里我用到了leather。,item,用一用leather,图片/leather.png,,none,yes,no
mc-lectern,lectern,讲台,物品,MC-D2,The lectern helps us finish the small task.,lectern帮我们做完这件小事。,item,用一用lectern,图片/lectern.png,,none,yes,no
mc-looting,looting,抢夺,物品,MC-D2,The looting helps us finish the small task.,looting帮我们做完这件小事。,item,用一用looting,图片/looting.png,音频/looting.mp3,none,yes,yes
mc-loyalty,loyalty,忠诚,物品,MC-D2,We share the loyalty when the team needs it.,队友需要时我们一起用loyalty。,item,用一用loyalty,图片/loyalty.png,音频/loyalty.mp3,none,yes,yes
mc-meadow,meadow,草甸,物品,MC-D2,We keep the meadow in a quiet corner.,我们把meadow放在安静的角落。,item,用一用meadow,图片/meadow.png,,none,yes,no
mc-mending,mending,经验修补,物品,MC-D2,I pick up the mending near the path.,我在小路边捡起mending。,item,用一用mending,图片/mending.png,音频/mending.mp3,none,yes,yes
mc-minecart,minecart,矿车,物品,MC-D2,We keep the minecart in a quiet corner.,我们把minecart放在安静的角落。,item,用一用minecart,图片/minecart.png,,none,yes,no
mc-neutral,neutral,中立的,物品,MC-D2,My teammate passes me the neutral.,队友把neutral递给我。,item,用一用neutral,图片/neutral.png,音频/neutral.mp3,none,yes,yes
mc-nugget,nugget,粒,物品,MC-D2,I find the nugget beside the crafting table.,我在工作台旁边找到nugget。,item,用一用nugget,图片/nugget.png,音频/nugget.mp3,none,yes,yes
mc-observer,observer,侦测器,物品,MC-D2,We prepare the observer before sunset.,日落前我们把observer准备好。,item,用一用observer,图片/observer.png,,none,yes,no
mc-obsidian,obsidian,黑曜石,物品,MC-D2,I place the obsidian in my adventure chest.,我把obsidian放进冒险箱子。,item,用一用obsidian,图片/obsidian.png,,none,yes,no
mc-ocelot,ocelot,豹猫,物品,MC-D2,I place the ocelot in my adventure chest.,我把ocelot放进冒险箱子。,item,用一用ocelot,图片/ocelot.png,音频/ocelot.mp3,none,yes,yes
mc-operator,operator,管理员,物品,MC-D2,I show the operator to my teammate at camp.,我在营地把operator给队友看。,item,用一用operator,图片/operator.png,音频/operator.mp3,none,yes,yes
mc-passive,passive,被动的,物品,MC-D2,My teammate passes me the passive.,队友把passive递给我。,item,用一用passive,图片/passive.png,音频/passive.mp3,none,yes,yes
mc-peaceful,peaceful,和平模式,物品,MC-D2,I find the peaceful beside the crafting table.,我在工作台旁边找到peaceful。,item,用一用peaceful,图片/peaceful.png,音频/peaceful.mp3,none,yes,yes
mc-piercing,piercing,穿透,物品,MC-D2,I place the piercing in my adventure chest.,我把piercing放进冒险箱子。,item,用一用piercing,图片/piercing.png,音频/piercing.mp3,none,yes,yes
mc-pillager,pillager,掠夺者,物品,MC-D2,I use the pillager during our mission.,任务里我用到了pillager。,item,用一用pillager,图片/pillager.png,音频/pillager.mp3,none,yes,yes
mc-piston,piston,活塞,物品,MC-D2,I check the piston before leaving camp.,离开营地前我先检查piston。,item,用一用piston,图片/piston.png,,none,yes,no
mc-potion,potion,药水,物品,MC-D2,I find the potion beside the crafting table.,我在工作台旁边找到potion。,item,用一用potion,图片/potion.png,音频/potion.mp3,none,yes,yes
mc-pumpkin,pumpkin,南瓜,物品,MC-D2,I use the pumpkin during our mission.,任务里我用到了pumpkin。,item,用一用pumpkin,图片/pumpkin.png,,none,yes,no
mc-quartz,quartz,石英,物品,MC-D2,The quartz is ready for our next adventure.,quartz已经准备好下一次冒险。,item,用一用quartz,图片/quartz.png,音频/quartz.mp3,none,yes,yes
mc-quiver,quiver,箭袋,物品,MC-D2,The quiver helps us finish the small task.,quiver帮我们做完这件小事。,item,用一用quiver,图片/quiver.png,,none,yes,no
mc-ravager,ravager,劫掠兽,物品,MC-D2,We prepare the ravager before sunset.,日落前我们把ravager准备好。,item,用一用ravager,图片/ravager.png,音频/ravager.mp3,none,yes,yes
mc-repeater,repeater,中继器,物品,MC-D2,We share the repeater when the team needs it.,队友需要时我们一起用repeater。,item,用一用repeater,图片/repeater.png,音频/repeater.mp3,none,yes,yes
mc-riding,riding,骑乘,物品,MC-D2,We keep the riding in a quiet corner.,我们把riding放在安静的角落。,item,用一用riding,图片/riding.png,,none,yes,no
mc-riptide,riptide,激流,物品,MC-D2,We share the riptide when the team needs it.,队友需要时我们一起用riptide。,item,用一用riptide,图片/riptide.png,音频/riptide.mp3,none,yes,yes
mc-saddle,saddle,马鞍,物品,MC-D2,My teammate passes me the saddle.,队友把saddle递给我。,item,用一用saddle,图片/saddle.png,,none,yes,no
mc-shulker,shulker,潜影贝,物品,MC-D2,The shulker helps us finish the small task.,shulker帮我们做完这件小事。,item,用一用shulker,图片/shulker.png,音频/shulker.mp3,none,yes,yes
mc-slate,slate,板岩,物品,MC-D2,My teammate passes me the slate.,队友把slate递给我。,item,用一用slate,图片/slate.png,,none,yes,no
mc-smelting,smelting,熔炼,物品,MC-D2,I return the smelting after the mission.,任务结束后我把smelting还回去。,item,用一用smelting,图片/smelting.png,音频/smelting.mp3,none,yes,yes
mc-smoker,smoker,烟熏炉,物品,MC-D2,I pick up the smoker near the path.,我在小路边捡起smoker。,item,用一用smoker,图片/smoker.png,,none,yes,no
mc-sneak,sneak,潜行,物品,MC-D2,I return the sneak after the mission.,任务结束后我把sneak还回去。,item,用一用sneak,图片/sneak.png,,none,yes,no
mc-sniffer,sniffer,嗅探兽,物品,MC-D2,My teammate passes me the sniffer.,队友把sniffer递给我。,item,用一用sniffer,图片/sniffer.png,音频/sniffer.mp3,none,yes,yes
mc-snowball,snowball,雪球,物品,MC-D2,The snowball stays safe in my backpack.,snowball安全地待在我的背包里。,item,用一用snowball,图片/snowball.png,,none,yes,no
mc-snowfall,snowfall,降雪,物品,MC-D2,We prepare the snowfall before sunset.,日落前我们把snowfall准备好。,item,用一用snowfall,图片/snowfall.png,,none,yes,no
mc-sponge,sponge,海绵,物品,MC-D2,We keep the sponge in a quiet corner.,我们把sponge放在安静的角落。,item,用一用sponge,图片/sponge.png,,none,yes,no
mc-sprint,sprint,疾跑,物品,MC-D2,I pick up the sprint near the path.,我在小路边捡起sprint。,item,用一用sprint,图片/sprint.png,,none,yes,no
mc-spyglass,spyglass,望远镜,物品,MC-D2,We prepare the spyglass before sunset.,日落前我们把spyglass准备好。,item,用一用spyglass,图片/spyglass.png,,none,yes,no
mc-stars,stars,星星,物品,MC-D2,We share the stars when the team needs it.,队友需要时我们一起用stars。,item,用一用stars,图片/stars.png,,none,yes,no
mc-tadpole,tadpole,蝌蚪,物品,MC-D2,We prepare the tadpole before sunset.,日落前我们把tadpole准备好。,item,用一用tadpole,图片/tadpole.png,音频/tadpole.mp3,none,yes,yes
mc-thorns,thorns,荆棘,物品,MC-D2,I check the thorns beside the campfire.,我在篝火旁检查thorns。,item,用一用thorns,图片/thorns.png,音频/thorns.mp3,none,yes,yes
mc-trapdoor,trapdoor,活板门,物品,MC-D2,I use the trapdoor during our mission.,任务里我用到了trapdoor。,item,用一用trapdoor,图片/trapdoor.png,音频/trapdoor.mp3,none,yes,yes
mc-tundra,tundra,冻原,物品,MC-D2,I check the tundra before leaving camp.,离开营地前我先检查tundra。,item,用一用tundra,图片/tundra.png,音频/tundra.mp3,none,yes,yes
mc-warden,warden,监守者,物品,MC-D2,We share the warden when the team needs it.,队友需要时我们一起用warden。,item,用一用warden,图片/warden.png,,none,yes,no
mc-zoglin,zoglin,僵尸疣猪兽,物品,MC-D2,I return the zoglin after the mission.,任务结束后我把zoglin还回去。,item,用一用zoglin,图片/zoglin.png,音频/zoglin.mp3,none,yes,yes
mc-darkness,darkness,黑暗,效果,MC-D2,The darkness fades after a short time.,过一会儿darkness就消失了。,effect,获得darkness效果,图片/darkness.png,,none,yes,no
mc-glowing,glowing,发光,效果,MC-D2,I check the glowing before entering the cave.,进洞前我先检查glowing。,effect,获得glowing效果,图片/glowing.png,,none,yes,no
mc-haste,haste,急迫,效果,MC-D2,The potion gives me haste.,这瓶药水给了我haste。,effect,获得haste效果,图片/haste.png,,none,yes,no
mc-infested,infested,出没,效果,MC-D2,A glowing icon shows the infested.,发光的图标标出了infested。,effect,获得infested效果,图片/infested.png,,none,yes,no
mc-nausea,nausea,反胃,效果,MC-D2,The nausea fades after a short time.,过一会儿nausea就消失了。,effect,获得nausea效果,图片/nausea.png,,none,yes,no
mc-oozing,oozing,渗浆,效果,MC-D2,I notice the oozing during the challenge.,挑战时我注意到oozing。,effect,获得oozing效果,图片/oozing.png,,none,yes,no
mc-slowness,slowness,缓慢,效果,MC-D2,I notice the slowness during the challenge.,挑战时我注意到slowness。,effect,获得slowness效果,图片/slowness.png,,none,yes,no
mc-speedrun,speedrun,速通,效果,MC-D2,A glowing icon shows the speedrun.,发光的图标标出了speedrun。,effect,获得speedrun效果,图片/speedrun.png,音频/speedrun.mp3,none,yes,yes
mc-strength,strength,力量,效果,MC-D2,The potion gives me strength.,这瓶药水给了我strength。,effect,获得strength效果,图片/strength.png,,none,yes,no
mc-weakness,weakness,虚弱,效果,MC-D2,The weakness helps me cross the cave.,weakness帮我穿过山洞。,effect,获得weakness效果,图片/weakness.png,,none,yes,no
mc-weaving,weaving,编织,效果,MC-D2,The weaving fades after a short time.,过一会儿weaving就消失了。,effect,获得weaving效果,图片/weaving.png,,none,yes,no
mc-bleach,bleach,漂白剂,颜色,MC-D2,A bleach path leads to the garden.,一条bleach小路通向花园。,color,bleach羊毛,图片/bleach.png,,none,yes,no
mc-redstone,redstone,红石,颜色,MC-D2,The redstone torch glows beside the door.,redstone火把在门边发着光。,color,redstone羊毛,图片/redstone.png,,none,yes,no
mc-allium,allium,绒球葱,植物,MC-D2,Rain helps the allium grow.,雨水帮助allium长大。,plant,种下allium,图片/allium.png,,none,yes,no
mc-azalea,azalea,杜鹃花,植物,MC-D2,I check the azalea before leaving camp.,离开营地前我先检查azalea。,plant,种下azalea,图片/azalea.png,,none,yes,no
mc-cactus,cactus,仙人掌,植物,MC-D2,I plant the cactus beside the farm.,我在农场边种下cactus。,plant,种下cactus,图片/cactus.png,,none,yes,no
mc-cocoa,cocoa,可可,植物,MC-D2,A path winds around the cocoa.,小路绕着cocoa弯过去。,plant,种下cocoa,图片/cocoa.png,,none,yes,no
mc-fern,fern,蕨类植物,植物,MC-D2,I plant the fern beside the farm.,我在农场边种下fern。,plant,种下fern,图片/fern.png,,none,yes,no
mc-leaves,leaves,树叶,植物,MC-D2,I plant the leaves near the village well.,我在村子水井旁种下leaves。,plant,种下leaves,图片/leaves.png,音频/leaves.mp3,none,yes,yes
mc-lilac,lilac,丁香,植物,MC-D2,A path winds around the lilac.,小路绕着lilac弯过去。,plant,种下lilac,图片/lilac.png,,none,yes,no
mc-moss,moss,苔藓,植物,MC-D2,I water the moss in the morning.,早上我给moss浇水。,plant,种下moss,图片/moss.png,,none,yes,no
mc-orchid,orchid,兰花,植物,MC-D2,I plant the orchid beside the farm.,我在农场边种下orchid。,plant,种下orchid,图片/orchid.png,音频/orchid.mp3,none,yes,yes
mc-peony,peony,牡丹,植物,MC-D2,The peony makes the garden feel cheerful.,peony让花园看起来很开心。,plant,种下peony,图片/peony.png,,none,yes,no
mc-poppy,poppy,虞美人,植物,MC-D2,I plant the poppy near the village well.,我在村子水井旁种下poppy。,plant,种下poppy,图片/poppy.png,,none,yes,no
mc-sapling,sapling,树苗,植物,MC-D2,I water the sapling in the morning.,早上我给sapling浇水。,plant,种下sapling,图片/sapling.png,音频/sapling.mp3,none,yes,yes
mc-seagrass,seagrass,海草方块,植物,MC-D2,A path winds around the seagrass.,小路绕着seagrass弯过去。,plant,种下seagrass,图片/seagrass.png,,none,yes,no
mc-seeds,seeds,种子,植物,MC-D2,Rain helps the seeds grow.,雨水帮助seeds长大。,plant,种下seeds,图片/seeds.png,,none,yes,no
mc-vines,vines,攀緣植物,植物,MC-D2,The vines gives our garden a bright color.,vines让花园更鲜艳。,plant,种下vines,图片/vines.png,,none,yes,no
